Material_ID,Category,Sub_Category,Brand,Product_Name,Image_URL,Product_Page_URL,Specification,Grade,Size,Thickness,Colour,Unit,Pack_Size,Price_INR,Min_Price_INR,Max_Price_INR,GST_Status,Quality_Rating,Durability_Rating,Application,Advantages,Disadvantages,Availability,Supplier_Location,Price_Type,Data_Status,Updated_Date
MAT0102,Sand,Plastering Sand,Local Supplier,Local Supplier Plastering Sand Standard,https://images.unsplash.com/photo-1590644365607-1c5a6e6e5b3f?auto=format&fit=crop&w=900&q=80,,IS 383,Standard,Standard,,Standard,Tonne,1 tonne,1806.89,1626.2,2077.92,Verify current GST,4,4,"Concrete, masonry and plastering",Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0103,Sand,M-Sand,Generic,Generic M-Sand Standard,https://images.unsplash.com/photo-1590644365607-1c5a6e6e5b3f?auto=format&fit=crop&w=900&q=80,,IS 383,Standard,Standard,,Standard,Cu Ft,1 cu ft,1781.21,1603.09,2048.39,Verify current GST,4,3,"Concrete, masonry and plastering",Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0104,Sand,P-Sand,Local Supplier,Local Supplier P-Sand Standard,https://images.unsplash.com/photo-1590644365607-1c5a6e6e5b3f?auto=format&fit=crop&w=900&q=80,,IS 383,Standard,Standard,,Standard,Tonne,1 tonne,565.08,508.57,649.84,Verify current GST,5,3,"Concrete, masonry and plastering",Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0105,Sand,River Sand,Generic,Generic River Sand Standard,https://images.unsplash.com/photo-1590644365607-1c5a6e6e5b3f?auto=format&fit=crop&w=900&q=80,,IS 383,Standard,Standard,,Standard,Cu Ft,1 cu ft,932.26,839.03,1072.1,Verify current GST,4,5,"Concrete, masonry and plastering",Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0106,Sand,Plastering Sand,Local Supplier,Local Supplier Plastering Sand Standard,https://images.unsplash.com/photo-1590644365607-1c5a6e6e5b3f?auto=format&fit=crop&w=900&q=80,,IS 383,Standard,Standard,,Standard,Tonne,1 tonne,900.25,810.23,1035.29,Verify current GST,4,3,"Concrete, masonry and plastering",Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0107,Sand,M-Sand,Generic,Generic M-Sand Standard,https://images.unsplash.com/photo-1590644365607-1c5a6e6e5b3f?auto=format&fit=crop&w=900&q=80,,IS 383,Standard,Standard,,Standard,Cu Ft,1 cu ft,1720.28,1548.25,1978.32,Verify current GST,4,4,"Concrete, masonry and plastering",Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0108,Sand,P-Sand,Local Supplier,Local Supplier P-Sand Standard,https://images.unsplash.com/photo-1590644365607-1c5a6e6e5b3f?auto=format&fit=crop&w=900&q=80,,IS 383,Standard,Standard,,Standard,Tonne,1 tonne,143.72,129.35,165.28,Verify current GST,4,3,"Concrete, masonry and plastering",Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0109,Sand,River Sand,Generic,Generic River Sand Standard,https://images.unsplash.com/photo-1590644365607-1c5a6e6e5b3f?auto=format&fit=crop&w=900&q=80,,IS 383,Standard,Standard,,Standard,Cu Ft,1 cu ft,323.68,291.31,372.23,Verify current GST,5,4,"Concrete, masonry and plastering",Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0110,Sand,Plastering Sand,Local Supplier,Local Supplier Plastering Sand Standard,https://images.unsplash.com/photo-1590644365607-1c5a6e6e5b3f?auto=format&fit=crop&w=900&q=80,,IS 383,Standard,Standard,,Standard,Tonne,1 tonne,1361.39,1225.25,1565.6,Verify current GST,5,5,"Concrete, masonry and plastering",Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0111,Sand,M-Sand,Generic,Generic M-Sand Standard,https://images.unsplash.com/photo-1590644365607-1c5a6e6e5b3f?auto=format&fit=crop&w=900&q=80,,IS 383,Standard,Standard,,Standard,Cu Ft,1 cu ft,1645.01,1480.51,1891.76,Verify current GST,5,5,"Concrete, masonry and plastering",Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0112,Sand,P-Sand,Local Supplier,Local Supplier P-Sand Standard,https://images.unsplash.com/photo-1590644365607-1c5a6e6e5b3f?auto=format&fit=crop&w=900&q=80,,IS 383,Standard,Standard,,Standard,Tonne,1 tonne,1662.6,1496.34,1911.99,Verify current GST,4,5,"Concrete, masonry and plastering",Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0113,Sand,River Sand,Generic,Generic River Sand Standard,https://images.unsplash.com/photo-1590644365607-1c5a6e6e5b3f?auto=format&fit=crop&w=900&q=80,,IS 383,Standard,Standard,,Standard,Cu Ft,1 cu ft,629.5,566.55,723.92,Verify current GST,3,4,"Concrete, masonry and plastering",Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0114,Sand,Plastering Sand,Local Supplier,Local Supplier Plastering Sand Standard,https://images.unsplash.com/photo-1590644365607-1c5a6e6e5b3f?auto=format&fit=crop&w=900&q=80,,IS 383,Standard,Standard,,Standard,Tonne,1 tonne,623.26,560.93,716.75,Verify current GST,4,3,"Concrete, masonry and plastering",Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0115,Sand,M-Sand,Generic,Generic M-Sand Standard,https://images.unsplash.com/photo-1590644365607-1c5a6e6e5b3f?auto=format&fit=crop&w=900&q=80,,IS 383,Standard,Standard,,Standard,Cu Ft,1 cu ft,361.55,325.4,415.78,Verify current GST,5,4,"Concrete, masonry and plastering",Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0116,Sand,P-Sand,Local Supplier,Local Supplier P-Sand Standard,https://images.unsplash.com/photo-1590644365607-1c5a6e6e5b3f?auto=format&fit=crop&w=900&q=80,,IS 383,Standard,Standard,,Standard,Tonne,1 tonne,174.06,156.65,200.17,Verify current GST,5,4,"Concrete, masonry and plastering",Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0117,Sand,River Sand,Generic,Generic River Sand Standard,https://images.unsplash.com/photo-1590644365607-1c5a6e6e5b3f?auto=format&fit=crop&w=900&q=80,,IS 383,Standard,Standard,,Standard,Cu Ft,1 cu ft,935.15,841.63,1075.42,Verify current GST,4,5,"Concrete, masonry and plastering",Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0118,Sand,Plastering Sand,Local Supplier,Local Supplier Plastering Sand Standard,https://images.unsplash.com/photo-1590644365607-1c5a6e6e5b3f?auto=format&fit=crop&w=900&q=80,,IS 383,Standard,Standard,,Standard,Tonne,1 tonne,1993.98,1794.58,2293.08,Verify current GST,3,5,"Concrete, masonry and plastering",Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0119,Sand,M-Sand,Generic,Generic M-Sand Standard,https://images.unsplash.com/photo-1590644365607-1c5a6e6e5b3f?auto=format&fit=crop&w=900&q=80,,IS 383,Standard,Standard,,Standard,Cu Ft,1 cu ft,47.77,42.99,54.94,Verify current GST,4,4,"Concrete, masonry and plastering",Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0120,Sand,P-Sand,Local Supplier,Local Supplier P-Sand Standard,https://images.unsplash.com/photo-1590644365607-1c5a6e6e5b3f?auto=format&fit=crop&w=900&q=80,,IS 383,Standard,Standard,,Standard,Tonne,1 tonne,1882.71,1694.44,2165.12,Verify current GST,5,4,"Concrete, masonry and plastering",Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0121,Aggregate,10 mm Aggregate,Generic,Generic 10 mm Aggregate Standard,https://images.unsplash.com/photo-1516939884455-1445c8652f83?auto=format&fit=crop&w=900&q=80,,IS 383,Standard,Standard,,Standard,Cu Ft,1 cu ft,517.85,466.07,595.53,Verify current GST,5,5,Concrete and RCC,Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0122,Aggregate,20 mm Aggregate,Local Quarry,Local Quarry 20 mm Aggregate Standard,https://images.unsplash.com/photo-1516939884455-1445c8652f83?auto=format&fit=crop&w=900&q=80,,IS 383,Standard,Standard,,Standard,Tonne,1 tonne,882.99,794.69,1015.44,Verify current GST,5,4,Concrete and RCC,Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0123,Aggregate,40 mm Aggregate,Generic,Generic 40 mm Aggregate Standard,https://images.unsplash.com/photo-1516939884455-1445c8652f83?auto=format&fit=crop&w=900&q=80,,IS 383,Standard,Standard,,Standard,Cu Ft,1 cu ft,2026.61,1823.95,2330.6,Verify current GST,3,5,Concrete and RCC,Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0124,Aggregate,Stone Dust,Local Quarry,Local Quarry Stone Dust Standard,https://images.unsplash.com/photo-1516939884455-1445c8652f83?auto=format&fit=crop&w=900&q=80,,IS 383,Standard,Standard,,Standard,Tonne,1 tonne,225.91,203.32,259.8,Verify current GST,5,4,Concrete and RCC,Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0125,Aggregate,10 mm Aggregate,Generic,Generic 10 mm Aggregate Standard,https://images.unsplash.com/photo-1516939884455-1445c8652f83?auto=format&fit=crop&w=900&q=80,,IS 383,Standard,Standard,,Standard,Cu Ft,1 cu ft,436.63,392.97,502.12,Verify current GST,4,5,Concrete and RCC,Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0126,Aggregate,20 mm Aggregate,Local Quarry,Local Quarry 20 mm Aggregate Standard,https://images.unsplash.com/photo-1516939884455-1445c8652f83?auto=format&fit=crop&w=900&q=80,,IS 383,Standard,Standard,,Standard,Tonne,1 tonne,501.13,451.02,576.3,Verify current GST,4,4,Concrete and RCC,Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0127,Aggregate,40 mm Aggregate,Generic,Generic 40 mm Aggregate Standard,https://images.unsplash.com/photo-1516939884455-1445c8652f83?auto=format&fit=crop&w=900&q=80,,IS 383,Standard,Standard,,Standard,Cu Ft,1 cu ft,644.64,580.18,741.34,Verify current GST,5,4,Concrete and RCC,Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0128,Aggregate,Stone Dust,Local Quarry,Local Quarry Stone Dust Standard,https://images.unsplash.com/photo-1516939884455-1445c8652f83?auto=format&fit=crop&w=900&q=80,,IS 383,Standard,Standard,,Standard,Tonne,1 tonne,1058.51,952.66,1217.29,Verify current GST,3,4,Concrete and RCC,Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0129,Aggregate,10 mm Aggregate,Generic,Generic 10 mm Aggregate Standard,https://images.unsplash.com/photo-1516939884455-1445c8652f83?auto=format&fit=crop&w=900&q=80,,IS 383,Standard,Standard,,Standard,Cu Ft,1 cu ft,1446.06,1301.45,1662.97,Verify current GST,3,3,Concrete and RCC,Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0130,Aggregate,20 mm Aggregate,Local Quarry,Local Quarry 20 mm Aggregate Standard,https://images.unsplash.com/photo-1516939884455-1445c8652f83?auto=format&fit=crop&w=900&q=80,,IS 383,Standard,Standard,,Standard,Tonne,1 tonne,474.62,427.16,545.81,Verify current GST,3,4,Concrete and RCC,Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0131,Aggregate,40 mm Aggregate,Generic,Generic 40 mm Aggregate Standard,https://images.unsplash.com/photo-1516939884455-1445c8652f83?auto=format&fit=crop&w=900&q=80,,IS 383,Standard,Standard,,Standard,Cu Ft,1 cu ft,317.01,285.31,364.56,Verify current GST,3,4,Concrete and RCC,Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0132,Aggregate,Stone Dust,Local Quarry,Local Quarry Stone Dust Standard,https://images.unsplash.com/photo-1516939884455-1445c8652f83?auto=format&fit=crop&w=900&q=80,,IS 383,Standard,Standard,,Standard,Tonne,1 tonne,1552.35,1397.12,1785.2,Verify current GST,4,4,Concrete and RCC,Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0133,Aggregate,10 mm Aggregate,Generic,Generic 10 mm Aggregate Standard,https://images.unsplash.com/photo-1516939884455-1445c8652f83?auto=format&fit=crop&w=900&q=80,,IS 383,Standard,Standard,,Standard,Cu Ft,1 cu ft,1721.14,1549.03,1979.31,Verify current GST,4,4,Concrete and RCC,Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0134,Aggregate,20 mm Aggregate,Local Quarry,Local Quarry 20 mm Aggregate Standard,https://images.unsplash.com/photo-1516939884455-1445c8652f83?auto=format&fit=crop&w=900&q=80,,IS 383,Standard,Standard,,Standard,Tonne,1 tonne,1292.07,1162.86,1485.88,Verify current GST,4,5,Concrete and RCC,Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0135,Aggregate,40 mm Aggregate,Generic,Generic 40 mm Aggregate Standard,https://images.unsplash.com/photo-1516939884455-1445c8652f83?auto=format&fit=crop&w=900&q=80,,IS 383,Standard,Standard,,Standard,Cu Ft,1 cu ft,2073.87,1866.48,2384.95,Verify current GST,4,3,Concrete and RCC,Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0136,Aggregate,Stone Dust,Local Quarry,Local Quarry Stone Dust Standard,https://images.unsplash.com/photo-1516939884455-1445c8652f83?auto=format&fit=crop&w=900&q=80,,IS 383,Standard,Standard,,Standard,Tonne,1 tonne,264.6,238.14,304.29,Verify current GST,4,3,Concrete and RCC,Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0137,Aggregate,10 mm Aggregate,Generic,Generic 10 mm Aggregate Standard,https://images.unsplash.com/photo-1516939884455-1445c8652f83?auto=format&fit=crop&w=900&q=80,,IS 383,Standard,Standard,,Standard,Cu Ft,1 cu ft,793.22,713.9,912.2,Verify current GST,5,4,Concrete and RCC,Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0138,Aggregate,20 mm Aggregate,Local Quarry,Local Quarry 20 mm Aggregate Standard,https://images.unsplash.com/photo-1516939884455-1445c8652f83?auto=format&fit=crop&w=900&q=80,,IS 383,Standard,Standard,,Standard,Tonne,1 tonne,1135.35,1021.81,1305.65,Verify current GST,4,3,Concrete and RCC,Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0139,Aggregate,40 mm Aggregate,Generic,Generic 40 mm Aggregate Standard,https://images.unsplash.com/photo-1516939884455-1445c8652f83?auto=format&fit=crop&w=900&q=80,,IS 383,Standard,Standard,,Standard,Cu Ft,1 cu ft,1817.12,1635.41,2089.69,Verify current GST,3,5,Concrete and RCC,Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0140,Aggregate,Stone Dust,Local Quarry,Local Quarry Stone Dust Standard,https://images.unsplash.com/photo-1516939884455-1445c8652f83?auto=format&fit=crop&w=900&q=80,,IS 383,Standard,Standard,,Standard,Tonne,1 tonne,1414.69,1273.22,1626.89,Verify current GST,5,4,Concrete and RCC,Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0141,Aggregate,10 mm Aggregate,Generic,Generic 10 mm Aggregate Standard,https://images.unsplash.com/photo-1516939884455-1445c8652f83?auto=format&fit=crop&w=900&q=80,,IS 383,Standard,Standard,,Standard,Cu Ft,1 cu ft,424.58,382.12,488.27,Verify current GST,4,5,Concrete and RCC,Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0142,Aggregate,20 mm Aggregate,Local Quarry,Local Quarry 20 mm Aggregate Standard,https://images.unsplash.com/photo-1516939884455-1445c8652f83?auto=format&fit=crop&w=900&q=80,,IS 383,Standard,Standard,,Standard,Tonne,1 tonne,983.66,885.29,1131.21,Verify current GST,4,4,Concrete and RCC,Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0143,Aggregate,40 mm Aggregate,Generic,Generic 40 mm Aggregate Standard,https://images.unsplash.com/photo-1516939884455-1445c8652f83?auto=format&fit=crop&w=900&q=80,,IS 383,Standard,Standard,,Standard,Cu Ft,1 cu ft,1835.23,1651.71,2110.51,Verify current GST,3,4,Concrete and RCC,Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0144,Aggregate,Stone Dust,Local Quarry,Local Quarry Stone Dust Standard,https://images.unsplash.com/photo-1516939884455-1445c8652f83?auto=format&fit=crop&w=900&q=80,,IS 383,Standard,Standard,,Standard,Tonne,1 tonne,570.53,513.48,656.11,Verify current GST,5,5,Concrete and RCC,Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0145,Aggregate,10 mm Aggregate,Generic,Generic 10 mm Aggregate Standard,https://images.unsplash.com/photo-1516939884455-1445c8652f83?auto=format&fit=crop&w=900&q=80,,IS 383,Standard,Standard,,Standard,Cu Ft,1 cu ft,106.85,96.16,122.88,Verify current GST,4,4,Concrete and RCC,Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0146,Aggregate,20 mm Aggregate,Local Quarry,Local Quarry 20 mm Aggregate Standard,https://images.unsplash.com/photo-1516939884455-1445c8652f83?auto=format&fit=crop&w=900&q=80,,IS 383,Standard,Standard,,Standard,Tonne,1 tonne,502.12,451.91,577.44,Verify current GST,4,4,Concrete and RCC,Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0147,Aggregate,40 mm Aggregate,Generic,Generic 40 mm Aggregate Standard,https://images.unsplash.com/photo-1516939884455-1445c8652f83?auto=format&fit=crop&w=900&q=80,,IS 383,Standard,Standard,,Standard,Cu Ft,1 cu ft,1942.09,1747.88,2233.4,Verify current GST,4,3,Concrete and RCC,Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0148,Aggregate,Stone Dust,Local Quarry,Local Quarry Stone Dust Standard,https://images.unsplash.com/photo-1516939884455-1445c8652f83?auto=format&fit=crop&w=900&q=80,,IS 383,Standard,Standard,,Standard,Tonne,1 tonne,229.5,206.55,263.92,Verify current GST,5,5,Concrete and RCC,Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0149,Aggregate,10 mm Aggregate,Generic,Generic 10 mm Aggregate Standard,https://images.unsplash.com/photo-1516939884455-1445c8652f83?auto=format&fit=crop&w=900&q=80,,IS 383,Standard,Standard,,Standard,Cu Ft,1 cu ft,1533.26,1379.93,1763.25,Verify current GST,5,5,Concrete and RCC,Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0150,Aggregate,20 mm Aggregate,Local Quarry,Local Quarry 20 mm Aggregate Standard,https://images.unsplash.com/photo-1516939884455-1445c8652f83?auto=format&fit=crop&w=900&q=80,,IS 383,Standard,Standard,,Standard,Tonne,1 tonne,245.53,220.98,282.36,Verify current GST,4,5,Concrete and RCC,Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0151,Tiles,Vitrified Floor Tile,Kajaria,Kajaria Vitrified Floor Tile 300x300 mm,https://images.unsplash.com/photo-1600566753190-17f0baa2a6c3?auto=format&fit=crop&w=900&q=80,https://www.kajariaceramics.com/,600x600 mm,Standard,300x300 mm,,Natural,Sq Ft,1 sq ft,91.65,82.49,105.4,Verify current GST,4,5,"Flooring, walls and outdoor surfaces",Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0152,Tiles,Glazed Vitrified Tile,Somany,Somany Glazed Vitrified Tile 300x450 mm,https://images.unsplash.com/photo-1600566753190-17f0baa2a6c3?auto=format&fit=crop&w=900&q=80,https://www.somanyceramics.com/,600x1200 mm,Standard,300x450 mm,,Multiple,Sq Ft,4 sq ft,113.72,102.35,130.78,Verify current GST,4,4,"Flooring, walls and outdoor surfaces",Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0153,Tiles,Ceramic Wall Tile,Orientbell,Orientbell Ceramic Wall Tile 600x600 mm,https://images.unsplash.com/photo-1600566753190-17f0baa2a6c3?auto=format&fit=crop&w=900&q=80,https://www.orientbell.com/,300x450 mm,Standard,600x600 mm,,White,Sq Ft,1 sq ft,85.12,76.61,97.89,Verify current GST,4,4,"Flooring, walls and outdoor surfaces",Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0154,Tiles,Outdoor Tile,Asian Granito,Asian Granito Outdoor Tile 600x1200 mm,https://images.unsplash.com/photo-1600566753190-17f0baa2a6c3?auto=format&fit=crop&w=900&q=80,https://aglasiangranito.com/,300x300 mm,Standard,600x1200 mm,,Beige,Sq Ft,4 sq ft,168.44,151.6,193.71,Verify current GST,4,3,"Flooring, walls and outdoor surfaces",Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0155,Tiles,Parking Tile,Kajaria,Kajaria Parking Tile 800x1600 mm,https://images.unsplash.com/photo-1600566753190-17f0baa2a6c3?auto=format&fit=crop&w=900&q=80,https://www.kajariaceramics.com/,400x400 mm,Standard,800x1600 mm,,Black,Sq Ft,1 sq ft,70.44,63.4,81.01,Verify current GST,5,4,"Flooring, walls and outdoor surfaces",Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0156,Tiles,Vitrified Floor Tile,Somany,Somany Vitrified Floor Tile 300x300 mm,https://images.unsplash.com/photo-1600566753190-17f0baa2a6c3?auto=format&fit=crop&w=900&q=80,https://www.somanyceramics.com/,600x600 mm,Standard,300x300 mm,,Brown,Sq Ft,4 sq ft,216.39,194.75,248.85,Verify current GST,4,4,"Flooring, walls and outdoor surfaces",Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0157,Tiles,Glazed Vitrified Tile,Orientbell,Orientbell Glazed Vitrified Tile 300x450 mm,https://images.unsplash.com/photo-1600566753190-17f0baa2a6c3?auto=format&fit=crop&w=900&q=80,https://www.orientbell.com/,600x1200 mm,Standard,300x450 mm,,Beige,Sq Ft,1 sq ft,101.76,91.58,117.02,Verify current GST,4,3,"Flooring, walls and outdoor surfaces",Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0158,Tiles,Ceramic Wall Tile,Asian Granito,Asian Granito Ceramic Wall Tile 600x600 mm,https://images.unsplash.com/photo-1600566753190-17f0baa2a6c3?auto=format&fit=crop&w=900&q=80,https://aglasiangranito.com/,300x450 mm,Standard,600x600 mm,,Beige,Sq Ft,4 sq ft,85.75,77.17,98.61,Verify current GST,3,4,"Flooring, walls and outdoor surfaces",Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0159,Tiles,Outdoor Tile,Kajaria,Kajaria Outdoor Tile 600x1200 mm,https://images.unsplash.com/photo-1600566753190-17f0baa2a6c3?auto=format&fit=crop&w=900&q=80,https://www.kajariaceramics.com/,300x300 mm,Standard,600x1200 mm,,Grey,Sq Ft,1 sq ft,153.01,137.71,175.96,Verify current GST,5,3,"Flooring, walls and outdoor surfaces",Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
